"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Beneran bjirrr kiran boongan depo 100 jadi 3,5jt gokill","0",,"2025-10-13T09:28:46.000Z","hevanif.kissthera","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7193253356340741146","7560635887811592967","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7d125015081f0a8d5a4a00f6cb165570~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=098743c3&x-expires=1760443200&x-signature=IDhsdGAcgp4Osk6eq5k291RhJ8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"sayangnya cuma di bett 800 perak, kalo di bet 1,200k beh bisa rugi bandar ni😆","0",,"2025-10-13T09:28:49.000Z","hevanif.kissthera","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7193253356340741146","7560635878751978248","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7d125015081f0a8d5a4a00f6cb165570~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=098743c3&x-expires=1760443200&x-signature=IDhsdGAcgp4Osk6eq5k291RhJ8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"tiba"" ke anis😹😹","1",,"2025-10-13T07:21:36.000Z","oaalahpokee","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7473892902461457425","7560603112559166226","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2891d5f7079e046f4391d2d70fde25e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7c9112f1&x-expires=1760443200&x-signature=EVLiA%2Fb8GzITTqfUKiarNJ%2BOyMM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"tangkap","0",,"2025-10-13T07:42:52.000Z","seans5183","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7444947729278993464","7560608584670888722","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb1a219fd2a812a65e236af3c7dae075~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=54828425&x-expires=1760443200&x-signature=EuKi8I0BJcMJBE5kkO4nJR37SlM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Otak udang","0",,"2025-10-13T07:44:31.000Z","ammar_lila","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7427856343690003462","7560609016385159944","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/de4e8f3cabf84a3ba8ea9bdfcf493334~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=86425d9a&x-expires=1760443200&x-signature=BsHvo1%2Fu0UcFAxTSttLd9qqUAvw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"aku terhibur dgn komentar anda😆","0",,"2025-10-13T07:28:41.000Z","barangcelundupan11","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7419152228642784262","7560604176108831506","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6b7d56a2542e21a9f2f02f7713c58a94~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=435234de&x-expires=1760443200&x-signature=FxHIcu1FgCUVSaKCuYMlVXwgGv4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"apa hubungannya cabak😂😂","0",,"2025-10-13T08:12:29.000Z","jamali.aldi","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7323658314817111045","7560616211395560210","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/029cbf8f462a42901a4cc2e838a6c630~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fcae93c0&x-expires=1760443200&x-signature=CoE40axjY2CyAznoKGAfePqx06c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"tangkap towel","0",,"2025-10-13T07:13:11.000Z","02dma","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6969156688981885953","7560600949992243976","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7aaba36c30452e3d05633d7d6b748f38~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e10ad3f5&x-expires=1760443200&x-signature=jj1OoIzggWgq4f0mZ9mpBAi7vJo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"🗿🗿","0",,"2025-10-13T07:07:42.000Z","jikrona56","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6887103852254004226","7560599510323397397","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cb188c861ed8d10bc2df00318488942a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9235b719&x-expires=1760443200&x-signature=NkjTB%2FBt9pu9FDkXcVd7rCvOHUc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"resmi dari mana","2",,"2025-10-13T05:46:34.000Z","densthink","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6902288284785984513","7560578620776219399","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b1ff1bf38768099908ca066845d733fc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9494e67a&x-expires=1760443200&x-signature=gWzVwqLXcA3cNbh65i0j9DgXnK4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"statement cochi gua conter di YouTube gua , bantu like subscribe gaes","0",,"2025-10-13T08:23:10.000Z","drh.mlbb","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6712062174548395010","7560618958811579143","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/26d5ca4dc5d6c0c002d9ddcdbfb478ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7c7dbdce&x-expires=1760443200&x-signature=6NAQvi%2FQsZg7%2FV82m4xyYhSLOE8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yess setuju","0",,"2025-10-13T06:22:38.000Z","julisnas","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7311632113139614728","7560587901018293010","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b9214d7280603fb37f4dbe610c79ad2e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=abd8a7bb&x-expires=1760443200&x-signature=P%2FurIpIkjh4OW9b9tqt21uj%2BhVc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"sama aja x KLO masih pke Alex Lo liat qulitas apa liat kulit KLO emng resfek gw ttp sty","5",,"2025-10-13T11:38:04.000Z","anabul371","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7415094623774704646","7560669206157460244","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c91001686bf798eda4cdfe5b825eeabe~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c267db7e&x-expires=1760443200&x-signature=4l2XZpRVj8WHnYsYs1r5r7UxN3o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"nnti dihujat wkwk kmren patrik baru masuk jg di dewa² kan","0",,"2025-10-13T11:21:06.000Z","mndfvckkk","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6739384581910873090","7560664824453071634","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ef8f77010f276d6b428aafd0bf227f73~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8e5a42b0&x-expires=1760443200&x-signature=64FNkglipZet%2BHmpYBfz9BFfHjE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ga pernah liat yang mendewa dewakan pk😭🙏🏻","3",,"2025-10-13T11:24:01.000Z","veilofley","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","55665898220441600","7560665572117234450","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0c81670fc798f08c531874dd47920706~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=03abace2&x-expires=1760443200&x-signature=LIRdDdScXvVzQV5GB76ivJOxaw0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sama anjir, malah pas awal' dihujat abis'an","0",,"2025-10-13T11:36:03.000Z","fratiwi10","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6816999187328369666","7560668671796036360","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/69c3fbc5b10e6e22ccd9927d34770421~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9aca9e0c&x-expires=1760443200&x-signature=u6vsgdRS%2F%2BJUIItS2CXo4%2FZ%2Bcgg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"yang mendewakan pk siapa? pk dari awal masuk timnas sudah di hujat netizen karena cv nya kurang baik dan kontroversi terlibat judol","0",,"2025-10-13T11:41:34.000Z","ibnoejalal","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7001239517194798082","7560670087133692688","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/831090250a33b27780b4dc88940e7c7d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d30a2468&x-expires=1760443200&x-signature=kD1at1PmqVdA18cfOijRLNWOWLw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"gabakaln bisa lah alex udh team nya pk dikira bisa kali ya pecat 1 1 pk pecat ya semuanya ikut","0",,"2025-10-13T11:32:54.000Z","venzie1","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6513273714951340034","7560667862899491591","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/84d17f35950f77be3ac2ccd0734c2c8b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9b517cc7&x-expires=1760443200&x-signature=BFWKV4tW1K2burIBNTznmM0V88g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"yess agree","0",,"2025-10-13T06:22:14.000Z","julisnas","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7311632113139614728","7560587817869574920","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b9214d7280603fb37f4dbe610c79ad2e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4fb39dad&x-expires=1760443200&x-signature=YL8msCpSLOJnzjRy9YOMXR3FV5g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"pengennya si thomas dol","0",,"2025-10-13T05:46:44.000Z","giitooo","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6570506761282813953","7560577382852281095","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7324986438485803028~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=896334df&x-expires=1760443200&x-signature=RAxxQA908%2BX39NvR5zKVXFIh%2FvA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sebetulnya Thomas doll pelatih bagus tapi dia belum punya pengalaman menangani timnas manapun cuma pernah di club jadi agak riskan dan perlu pertimbangan","0",,"2025-10-13T06:18:33.000Z","lexxziarr","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7509434474490283025","7560586836370309909","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4122e7fa74d72d2365590066ca832003~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=089fdc2e&x-expires=1760443200&x-signature=OcgeJQsnEcM%2FCebUUlogTIpUAUU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Mumpung ada modal 250k","0",,"2025-10-13T05:35:59.000Z","wafiqaziza00","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7051066173916922907","7560575882613441301","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7335183087338258453~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ad32071&x-expires=1760443200&x-signature=hPf4OLvB9xq0G0xbHJUmIF20gSU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Gue coba dulu bang mana tau cair juga","0",,"2025-10-13T05:35:53.000Z","wafiqaziza00","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7051066173916922907","7560575867487781652","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7335183087338258453~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ad32071&x-expires=1760443200&x-signature=hPf4OLvB9xq0G0xbHJUmIF20gSU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"percuma federasi byk mafianya 🗿","0",,"2025-10-13T10:00:47.000Z","sal56974","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7313252004028351494","7560644143324840711","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6dac9a7698a9cbde122df74ee23b607c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fedf7212&x-expires=1760443200&x-signature=6rCFx1PJ1MQTH48BhGKnD0E%2FQHc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Fomo apalah 😹","0",,"2025-10-13T11:49:36.000Z","naxxyart","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7555078147155739666","7560672180363887378","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/57e6d0e9e2e93b89fb64a4bdbdf7dd83~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3289cf54&x-expires=1760443200&x-signature=xJlFisaNS%2BG7%2FNLvqFTy%2Fy1w42o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pemain baru?","0",,"2025-10-13T09:11:21.000Z","hilal17383","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7515302565715854344","7560631393710588690","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8a66e9dc801b2218b019ea3a5831d28e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=23a9e44f&x-expires=1760443200&x-signature=xatpuStGJ0FUHZ1R92Q2rRPVLgk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pelatih bg, dulu pernah ngelatih irak karna irak kalah langsung di pecat dan sekarang belum ada yang ambil jesus casas jadi pelatih lagi","5",,"2025-10-13T09:13:42.000Z","methamaulamdm","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6990332724277363738","7560631983527133960","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b9f646f0c77e3c64ebe884623a69b643~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6a373f31&x-expires=1760443200&x-signature=7CO1ORPwN%2BN15P650%2FkTFx%2BrVRw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pelatih indo?","1",,"2025-10-13T09:14:23.000Z","hilal17383","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7515302565715854344","7560632170881712903","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8a66e9dc801b2218b019ea3a5831d28e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=23a9e44f&x-expires=1760443200&x-signature=xatpuStGJ0FUHZ1R92Q2rRPVLgk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😃😃😄😄 lho sama aja dull.dia juga pecatan kok...lgian dia pasti di setir SMA mavia psi..KLO sty susah di STEL .mkanya dia di pecat ..","0",,"2025-10-13T10:00:31.000Z","ziwilli","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6393297961442345992","7560643463474987796","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8d27cbdda1a18907ab723118ae260281~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0770d0c9&x-expires=1760443200&x-signature=dpZuLEuYSfuxXu%2FUhWGb6KoQrqs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Sty sudah dijemput","0",,"2025-10-13T09:24:55.000Z","sinyopahlawan2","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7158829955996386330","7560634899309495048","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7360200ea7881e708781356900232b11~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fcf98bcc&x-expires=1760443200&x-signature=4yAPtDwSaTVzZFvK%2FW%2BozqFHL7Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"wkwkwk percaya aja lu","0",,"2025-10-13T09:41:03.000Z","menungso872","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7358394563583558657","7560639045769118484","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d908f9269b61bd49bf6899b589fe39a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=76c4512c&x-expires=1760443200&x-signature=Zx4uLlB0P4I1cebzAqWiFjcYOTU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gak sanggup","0",,"2025-10-13T08:58:18.000Z","farel.aja1507","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7514574185692726279","7560628033456177927","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d03167dc&x-expires=1760443200&x-signature=1tHDOTnefEXoo72%2BGPnK2vvfZ8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"konsep nya gk gitu bgg","0",,"2025-10-13T08:58:05.000Z","farel.aja1507","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7514574185692726279","7560627980884804360","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d03167dc&x-expires=1760443200&x-signature=1tHDOTnefEXoo72%2BGPnK2vvfZ8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"lunjak ying 🗿tapi boleh lah🗿","0",,"2025-10-13T09:05:29.000Z","fggggggfjfuhdyctgfyffjj","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7455970831728116756","7560629867576197896","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3e448433635eeb3a91c442cee49a5bbd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eca37162&x-expires=1760443200&x-signature=ajumqGsvj44GR1ZsBO3OGYnA3S4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"🗿","0",,"2025-10-13T09:27:23.000Z","gak_tau_njing","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7538376651609097224","7560635521266680584","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d74b3aaf8c881289e1d5792185b646c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b3b96cbe&x-expires=1760443200&x-signature=l8qJCSTidceg1MCp0Ji85ndtZ4k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"gajinya pake gaji bulanan lu ya","0",,"2025-10-13T08:58:29.000Z","sikb1s","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6960383662819640321","7560628092599862023","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/918f23f9aff18bb192ef7fa80f73b23a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e49d2948&x-expires=1760443200&x-signature=YnXUIbqruNqpORK1FUOzQ7hkC5s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"minimal dari sisi permainan Iraq gol nya bukan dari keputusan wasit tapi dari strategy ,indo ga bisa golin karena pelatih buduj","1",,"2025-10-13T08:18:41.000Z","console_abadi","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6897987413974090753","7560617798985532177","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a6b8965c44ce5cc41b8bfd31b9f187d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a3b42543&x-expires=1760443200&x-signature=uyJcpejJGrX79TZ9FF%2FQp3WBQBE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"cuman bisa nyalahin pelatih!??? lu ga liat blunder dri riski ridho jaga bek belakang!!??","0",,"2025-10-13T08:28:12.000Z","kadatahujua424","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7424076767986566149","7560620274355487506","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bf546781971619ddf3ddc8ab404642d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dbd78753&x-expires=1760443200&x-signature=XZgAHd7lsBgvAAt5513360SvDps%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"blunder ridho cuma sekali dan ridho kasih penyelamatan berkali kali, kalo ridho ga kasih penyelamatan sebelumnya mungkin gol nya bakal lebih dari 1, jangan cuma liat pas lagi blunder nya aja tapi liat juga gmna dia coba buat bantu paes jaga gawang","0",,"2025-10-13T09:06:05.000Z","jesicaamelia0410","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6790771769139201025","7560630030263567112","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a7e2a2aed2d222ab0dc9a7022ea6b23f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7c7ba67&x-expires=1760443200&x-signature=c6%2FkATXJucI7T2CnhIHyDOLdAhc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kembalikan STY pak kami rindu","5","0","2025-10-13T07:59:59.000Z","imamengker2","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7476634383602205713","7560612986240647954","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8aaba4d951d234fca7192080ab716e00~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c3c8210f&x-expires=1760443200&x-signature=VE3ck6Hf3Z330io3cpQW4pOokuk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bentar lagi juga dignti si bintang laut","0",,"2025-10-13T07:04:27.000Z","oranggsuksesss_","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7118243366713984026","7560598641066935056","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/268942394c2fc9d80adeddecd8525d74~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9eeb47a8&x-expires=1760443200&x-signature=tFAXIh9iFFFu2e4LlXKLpBcEJuA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"siapa yg mau d evaluasi?? patriknya aja gak balik indo wkwkwkwkkw
udah kayak freelance😅","0",,"2025-10-13T06:44:52.000Z","zay.aritra","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7015964885159429122","7560593644416205588","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/54ad09f6d4d3b264203162e01dd6669f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=47524257&x-expires=1760443200&x-signature=eU%2BSE2V0UG8GLmalGCTOOIflzdI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"tunggu rapat Exco kata Sumardji,kalau setelah rapat kalau ga di pecat baru gerduk itu exco2 itu","0",,"2025-10-13T06:42:08.000Z","rozzakuhidayat","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6835556504125654017","7560592940356403975","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1a520e6c1dd22984828dcd68a0f58902~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ab077338&x-expires=1760443200&x-signature=y4reZDEqVCXUiM%2BHOnD6nluIUyU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"@Aisy_mirow🤏🏻","1",,"2025-10-13T07:18:25.000Z","dev_vrian","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6950554470233801730","7560602267360838401","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/02367888dc88d57ecdc2df246c9436e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b4b99c07&x-expires=1760443200&x-signature=lwKDFZtbPStju%2FtGrB%2Buoeo7BiU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Messi mungkin bisah di beli","0",,"2025-10-13T08:30:48.000Z","janjipalsumu278","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6903823081463366658","7560620932685415175","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a3b5fb3e1bb7dd5106d737bc170dd750~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71f2b846&x-expires=1760443200&x-signature=Ymd6QaSPC9Ku6MV8oxhfpOdLThI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"apaan dah org Messi aja dari Argen mana bisa kocak kocak","0",,"2025-10-13T08:43:02.000Z","dilftxml","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7443329838628947000","7560624106052469522","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b1403de4e07abd9778c8eb1603316548~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ebd86ef0&x-expires=1760443200&x-signature=JcDoJolf0ND%2FS8YTVR4Frncfhyc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🤣🤣🤣kamu ngk baca dulu,aku blas komen siapa,jika Indonesia kaya makan Messi di jadikan pelatih indo🤣,Jagan slah sangka,karna banyak yg setia tapih ujung ujung di sia siakan 😌","0",,"2025-10-13T11:43:54.000Z","janjipalsumu278","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6903823081463366658","7560670692632331026","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a3b5fb3e1bb7dd5106d737bc170dd750~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71f2b846&x-expires=1760443200&x-signature=Ymd6QaSPC9Ku6MV8oxhfpOdLThI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"eh bg lu bilang kan cuma gini ""Messi mungkin bisah di beli"" gimana gw GK slh paham coba iya klo lu bilang nya gini ""Messi mungkin bisa di beli jadi pelatih buat gantiin Kluivert""","0",,"2025-10-13T11:50:36.000Z","dilftxml","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7443329838628947000","7560672436736721671","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b1403de4e07abd9778c8eb1603316548~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ebd86ef0&x-expires=1760443200&x-signature=JcDoJolf0ND%2FS8YTVR4Frncfhyc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
